id_venta,producto,fecha_venta,cantidad,precio_unitario_bs,metodo_pago,cliente,descuento_aplicado,turno,empleado,nivel_satisfaccion,total_bs,tasa_dolar_bs
219,Pan de jamón,2023-12-21,1,42.81,nan,Leocadio Damián Gargallo Huertas,False,Tarde,Cleto,Alto,42.81,110.18
220,Mojicón,2023-08-11,5,29.61,nan,Esther Llopis Seguí,True,Tarde,Cleto,Alto,133.24,136.25
221,Pan de jamón,2023-11-08,2,98.92,nan,América Narváez Recio,True,Tarde,Ulises,Bajo,178.06,159.55
222,Golfiao,2023-09-27,1,50.86,Efectivo,Mayte Arias Cárdenas,False,Mañana,Trinidad,Medio,50.86,146.23
223,Francés,2023-07-28,3,71.94,Efectivo,Aristides Cristian Sebastián Feijoo,False,Noche,Rogelio,Medio,215.82,111.14
224,Canilla,2023-02-22,3,22.65,nan,Pastora Benavent,False,Mañana,Javiera,Medio,67.95,108.27
225,Francés,2023-02-11,4,53.7,Efectivo,Rogelio Pereira Campoy,True,Tarde,Juan José,Muy alto,193.32,153.33
226,Francés,2023-06-27,3,12.48,Pago móvil,Sonia Marina Valverde Ayala,False,Mañana,Rosaura,Bajo,37.44,126.37
227,De leche,2023-07-07,1,55.49,nan,Olivia Raya-Roura,True,Mañana,Trinidad,Medio,49.94,106.74
228,Canilla,2023-04-27,3,96.76,Efectivo,Che Llano Cardona,False,Tarde,Cleto,Alto,290.28,154.49
229,Mojicón,2023-03-25,3,44.58,Tarjeta,Artemio Hierro Dueñas,False,Tarde,Ulises,Medio,133.74,151.94
230,Pan de jamón,2023-12-06,4,13.51,nan,Cecilio Maximiliano Aragón Valcárcel,False,Mañana,Javiera,Alto,54.04,163.44
231,Cachito,2023-03-23,3,12.79,nan,Lara Gómez Coello,True,Mañana,Ulises,Alto,34.53,159.04
232,Golfiao,2023-07-25,3,44.92,Pago móvil,Francisco Javier Jurado Alarcón,False,Tarde,Juan José,Bajo,134.76,155.69
233,Golfiao,2023-06-12,1,24.4,Divisas,Severiano Giner Bermúdez,False,Tarde,Javiera,Muy alto,24.4,103.09
234,Canilla,2023-02-04,4,12.1,Divisas,Benito Enríquez Barranco,False,Noche,Cleto,Alto,48.4,106.85
235,Francés,2023-05-28,4,78.06,Pago móvil,Mariana Abad Mendizábal,False,Mañana,Odalys,Medio,312.24,138.21
236,Cachito,2023-09-13,5,51.27,Pago móvil,Eloy Aznar Roura,False,Mañana,Ulises,Medio,256.35,136.11
237,Francés,2023-07-30,1,36.03,Pago móvil,Maribel Pardo-Madrigal,False,Mañana,Trinidad,Medio,36.03,131.58
238,Francés,2023-11-08,5,91.01,Divisas,Eleuterio Grande Morata,False,Mañana,Cleto,Alto,455.05,127.84
239,Pan de jamón,2023-11-17,1,20.45,Pago móvil,Irma de Lladó,False,Tarde,Severo,Alto,4791.4262690146425,130.55
240,Francés,2023-11-22,3,96.03,Efectivo,Rosaura Lara Barros,False,Tarde,Trinidad,Alto,1361.675911166643,140.3
241,De leche,2023-09-10,2,38.26,nan,Ángela Irene Gabaldón Coca,False,Mañana,Trinidad,Muy alto,76.52,102.14
242,De leche,2023-01-31,3,89.96,nan,Rosario Somoza Aguilar,False,Mañana,Rogelio,Alto,269.88,120.08
243,De leche,2023-06-16,3,64.26,Tarjeta,Danilo Mendez Sanmiguel,True,Mañana,Cleto,Alto,173.5,138.05
244,Canilla,2023-05-23,1,84.4,Tarjeta,Maricela Poza Polo,True,Noche,Odalys,Medio,75.96,152.44
245,Francés,2023-03-14,3,98.56,nan,Alejandra Montaña Tamayo,False,Noche,Cleto,Alto,295.68,115.18
246,De leche,2023-01-13,5,35.96,Efectivo,Rosendo Angulo Vigil,False,Mañana,Juan José,Muy bajo,179.8,141.23
247,Canilla,2023-10-11,2,96.5,Divisas,Eligio Font-Nicolás,False,Mañana,Javiera,Alto,193.0,153.24
248,De leche,2023-12-23,3,45.05,Divisas,Armando Perera Zamorano,False,Noche,Ulises,Medio,135.15,134.96
249,De leche,2023-07-02,4,44.7,Efectivo,Hugo Viña,False,Noche,Javiera,Muy bajo,178.8,106.28
250,Mojicón,2023-02-21,1,40.63,Divisas,Eliana Tatiana Español Elías,False,Tarde,Javiera,Bajo,40.63,136.06
251,Francés,2023-12-23,3,58.73,Pago móvil,Emperatriz Borrás Segovia,False,Mañana,Cleto,Medio,176.19,125.75
252,Canilla,2023-03-16,2,23.87,nan,Laura Borrego Lopez,True,Mañana,Juan José,Alto,42.97,170.56
253,Mojicón,2023-11-12,1,59.83,nan,Alcides Leonardo Carnero Barreda,False,Tarde,Ulises,Medio,59.83,114.37
254,Canilla,2023-11-15,2,58.75,Efectivo,Dimas Escalona,True,Mañana,Ulises,Alto,105.75,151.96
255,Francés,2023-06-02,4,78.57,Divisas,Begoña Anguita Blasco,True,Mañana,Javiera,Medio,282.85,109.93
256,Golfiao,2023-10-04,2,85.03,Tarjeta,Azahara Cabanillas Acedo,False,Tarde,Trinidad,Alto,170.06,138.18
257,De leche,2023-03-18,3,49.64,Tarjeta,Leire del Vicens,False,Mañana,Rogelio,Medio,148.92,146.24
258,Pan de jamón,2023-11-06,2,37.21,Divisas,Noelia Ayllón Sanchez,False,Tarde,Juan José,Bajo,74.42,128.37
259,Golfiao,2023-07-06,6,33.34,Tarjeta,Aníbal Vallés Bas,False,Mañana,Trinidad,Alto,200.04,139.98
260,Francés,2023-05-05,2,27.52,Efectivo,Mar Redondo Solsona,False,Mañana,Rosaura,Medio,55.04,119.44
261,Pan de jamón,2023-11-30,5,15.19,Efectivo,Griselda Colomer Grau,False,Tarde,Rosaura,Muy bajo,75.95,129.9
262,De leche,2023-04-11,3,40.82,Divisas,Silvestre Español Montesinos,True,Mañana,Trinidad,Medio,110.21,153.14
263,Francés,2023-11-15,1,34.32,Tarjeta,Socorro Vega-Mendizábal,False,Noche,Javiera,Bajo,34.32,130.45
264,Golfiao,2023-11-19,2,96.98,Efectivo,Silvestre de Bernal,False,Tarde,Ulises,Alto,193.96,174.22
265,Mojicón,2023-03-09,4,60.19,Efectivo,Augusto Agustí Quirós,False,Mañana,Cleto,Medio,240.76,154.95
266,Cachito,2023-08-12,3,41.25,Pago móvil,Ale Planas-Santiago,True,Tarde,Ulises,Alto,111.38,141.52
267,Pan de jamón,2023-11-21,4,62.24,Pago móvil,José Antonio Ocaña Ferrándiz,False,Mañana,Ulises,Alto,248.96,112.64
268,Cachito,2023-04-09,4,22.53,Efectivo,Teodosio Vigil,False,Noche,Odalys,Medio,90.12,146.77
269,Canilla,2023-09-12,2,49.96,Divisas,Severiano Amor Gomis Lopez,False,Mañana,Ulises,Muy alto,99.92,166.69
270,Francés,2023-06-05,1,66.36,nan,Francisca Novoa Herrero,False,Tarde,Trinidad,Alto,66.36,130.3
271,Mojicón,2023-06-04,2,54.0,nan,Marciano Julián Crespo Estrada,False,Mañana,Trinidad,Alto,108.0,170.7
272,Mojicón,2023-08-26,5,46.16,Efectivo,Yéssica Begoña Solana Mulet,False,Tarde,Rosaura,Alto,230.8,129.98
273,Mojicón,2023-02-24,3,99.45,Efectivo,Fito Cid Lucas,False,Noche,Ulises,Alto,298.35,172.89
274,De leche,2023-03-20,5,89.23,Efectivo,Cebrián Núñez Dávila,False,Noche,Ulises,Alto,446.15,118.26
275,Golfiao,2023-04-03,4,66.11,Divisas,Manu Godoy,False,Mañana,Odalys,Medio,264.44,176.99
276,Golfiao,2023-07-24,3,61.24,Pago móvil,Dionisio Estévez Prats,False,Mañana,Juan José,Bajo,183.72,149.94
277,Cachito,2023-12-26,4,65.86,Efectivo,Clarisa Grau Gomez,False,Noche,Cleto,Muy bajo,263.44,135.1
278,Pan de jamón,2023-12-08,3,28.12,Efectivo,Virginia Lago Alfonso,False,Noche,Juan José,Medio,84.36,133.09
279,Cachito,2023-11-09,3,45.56,Tarjeta,Agapito Diego-Gaya,False,Mañana,Cleto,Medio,136.68,146.06
280,Cachito,2023-06-15,3,13.55,Divisas,Chita Rios Fajardo,False,Tarde,Rogelio,Medio,40.65,189.43
281,Mojicón,2023-10-16,4,52.8,Efectivo,Manuela Mora Sabater,False,Mañana,Ulises,Bajo,211.2,130.74
282,Canilla,2023-06-05,2,58.87,Tarjeta,Faustino Dalmau Pacheco,False,Noche,Odalys,Alto,117.74,122.17
283,Canilla,2023-04-21,3,30.5,nan,Olga Rodrigo Losada,False,Mañana,Severo,Muy alto,91.5,159.3
284,Francés,2023-02-15,4,96.76,Efectivo,Mónica Álamo Arranz,False,Mañana,Javiera,Muy alto,387.04,152.32
285,Golfiao,2023-03-07,3,91.85,Efectivo,Jacinta Baquero Ariño,False,Tarde,Rosaura,Medio,275.55,155.46
286,Francés,2023-03-30,1,74.99,Tarjeta,Juliana de Montoya,False,Mañana,Trinidad,Alto,74.99,166.85
287,Canilla,2023-08-18,2,58.0,Divisas,Basilio de Cañellas,False,Tarde,Rosaura,Muy alto,116.0,136.42
288,Golfiao,2023-11-13,3,88.3,Efectivo,Ema Reig Moles,False,Tarde,Trinidad,Medio,3813.1202161690017,186.59
289,Francés,2023-12-13,3,21.76,nan,Isidro Arcos Puerta,False,Mañana,Rogelio,Medio,65.28,150.21
290,Golfiao,2023-12-04,2,81.15,Efectivo,Fortunata del Robles,False,Mañana,Juan José,Muy alto,162.3,126.74
291,Francés,2023-08-12,1,21.23,nan,Lucio Larrañaga Pacheco,False,Tarde,Trinidad,Alto,21.23,174.9
292,Francés,2023-12-15,6,81.48,Pago móvil,Zaira Soler Vaquero,True,Mañana,Ulises,Medio,439.99,167.59
293,Mojicón,2023-10-30,3,34.82,Pago móvil,Pío Bernal Pont,False,Tarde,Severo,Bajo,104.46,142.35
294,Canilla,2023-01-20,2,88.94,nan,Maximino Abellán-Sandoval,False,Noche,Trinidad,Bajo,177.88,166.75
295,Francés,2023-02-19,3,94.96,Divisas,Concha Castro Laguna,False,Tarde,Javiera,Alto,284.88,135.53
296,Golfiao,2023-10-26,1,23.39,Efectivo,Urbano Fiol Méndez,False,Mañana,Trinidad,Alto,23.39,153.64
297,Cachito,2023-11-23,3,51.64,Efectivo,Florentina María Luisa Amor Múgica,False,Mañana,Trinidad,Medio,154.92,190.03
298,Francés,2023-12-12,2,98.29,Pago móvil,Florinda Anglada,True,Mañana,Rosaura,Bajo,176.92,129.7
299,Pan de jamón,2023-12-23,4,53.51,nan,Tristán Sainz Cervera,False,Mañana,Odalys,Alto,214.04,150.18
300,Francés,2023-03-10,5,87.72,Efectivo,Sandra Galiano Molins,False,Tarde,Rosaura,Alto,438.6,185.23
301,Francés,2023-07-19,3,62.99,Efectivo,Aurelia Sainz Sebastián,False,Tarde,Rogelio,Medio,188.97,197.56
302,Golfiao,2023-09-03,1,43.78,Divisas,Joel Serra Feliu,False,Mañana,Odalys,Muy alto,43.78,156.7
303,Golfiao,2023-10-26,3,35.72,Tarjeta,Porfirio Martínez Amores,False,Mañana,Rosaura,Bajo,107.16,161.36
304,Pan de jamón,2023-11-04,3,28.29,Pago móvil,Charo Beltrán Seco,True,Mañana,Javiera,Medio,76.38,167.02
305,Cachito,2023-10-27,4,78.56,Pago móvil,Prudencia Valera Valero,False,Tarde,Rosaura,Alto,314.24,196.53
306,Criolo,2023-11-09,6,44.79,Tarjeta,Enrique de Bolaños,False,Mañana,Javiera,Medio,268.74,191.01
307,Golfiao,2023-09-21,3,56.01,Efectivo,Alfredo Vaquero Alfonso,True,Tarde,Javiera,Alto,151.23,135.65
308,Canilla,2023-04-14,4,54.31,Divisas,Daniela Tejero Gomis,False,Mañana,Odalys,Alto,217.24,157.65
309,Cachito,2023-04-10,4,61.96,Divisas,Carlota Martínez Reig,False,Noche,Juan José,Alto,247.84,160.26
310,Francés,2023-01-02,3,87.9,Pago móvil,Martina del Guijarro,False,Noche,Cleto,Bajo,263.7,187.25
311,Canilla,2023-08-14,6,98.27,Divisas,Rafaela de Perea,False,Mañana,Ulises,Bajo,589.62,172.44
312,Francés,2023-09-15,3,46.68,Tarjeta,Haroldo Teo Gisbert Bermejo,True,Mañana,Trinidad,Medio,126.04,177.08
313,Francés,2023-11-22,6,84.48,Efectivo,Rosalva Jiménez Cal,True,Tarde,Cleto,Alto,456.19,205.85
314,De leche,2023-09-27,1,78.81,Tarjeta,Felix Solís Arribas,False,Mañana,Trinidad,Alto,78.81,130.09
315,Criolo,2023-01-26,2,61.62,Pago movil,Rita Nieto Benet,False,Tarde,Juan José,Alto,123.24,142.67
316,Pan de jamón,2023-12-17,2,96.04,Pago móvil,Adela Ramis Nieto,False,Noche,Cleto,Alto,192.08,158.36
317,Canilla,2023-01-11,3,28.04,Divisas,Valeria Noriega Lucas,False,Tarde,Odalys,Muy alto,84.12,153.74
318,Francés,2023-05-31,2,19.83,nan,Dorotea del Palacios,False,Noche,Trinidad,Alto,39.66,126.91
319,Francés,2023-02-21,2,86.86,Divisas,Lupe Alcaraz Alvarado,False,Mañana,Severo,Medio,173.72,133.07
320,Francés,2023-05-30,1,49.52,Efectivo,Marcia Sarabia Camino,False,Mañana,Juan José,Medio,49.52,182.76
321,Golfiao,2023-03-08,4,86.23,Efectivo,Lilia Guijarro Landa,False,Tarde,Cleto,Alto,344.92,199.86
322,Cachito,2023-07-28,4,90.38,Efectivo,Mario Iñiguez Perez,False,Mañana,Trinidad,Bajo,361.52,169.6
323,Pan de jamón,2023-11-08,1,15.62,Divisas,Patricia Heredia Montserrat,True,Tarde,Severo,Bajo,14.06,172.11
324,Francés,2023-01-11,2,89.51,nan,Rufino Cerro,False,Mañana,Rosaura,Alto,179.02,148.48
325,De leche,2023-09-17,3,50.35,Efectivo,Estrella de Reyes,False,Mañana,Trinidad,Alto,151.05,192.32
326,Cachito,2023-10-03,6,55.94,nan,Cándida Campillo,False,Noche,Odalys,Bajo,335.64,191.4
327,Golfiao,2023-07-01,2,66.39,Divisas,Araceli Heredia Jordá,False,Mañana,Rosaura,Alto,1290.0892678179257,177.93
328,Pan de jamón,2023-12-12,4,93.37,nan,Isabela Marisa Talavera Cerdán,False,Noche,Odalys,Alto,373.48,146.26
329,Canilla,2023-04-17,1,11.72,Divisas,Amador Osorio,False,Noche,Cleto,Medio,11.72,136.7
330,Francés,2023-11-21,3,52.92,Divisas,Fortunata Solsona Fabra,True,Tarde,Ulises,Bajo,142.88,134.21
331,Canilla,2023-08-31,2,71.89,Pago móvil,Ángel Álvarez-Naranjo,True,Tarde,Cleto,Bajo,129.4,179.97
332,Cachito,2023-01-09,2,75.04,Divisas,Florentina Mateu Gelabert,False,Tarde,Rosaura,Alto,150.08,200.42
333,Francés,2023-03-21,3,72.33,Divisas,Nerea Salom González,True,Noche,Javiera,Alto,195.29,203.76
334,Francés,2023-08-21,3,22.1,Tarjeta,Anacleto Castañeda-Rios,False,Mañana,Cleto,Muy alto,66.3,170.05
335,Francés,2023-10-20,2,36.95,Efectivo,Lucía Vera Agustín,False,Tarde,Rosaura,Alto,73.9,198.27
336,Francés,2023-08-04,2,42.28,Pago móvil,Ainoa Marti Berrocal,False,Tarde,Trinidad,Bajo,84.56,212.88
337,Mojicón,2023-04-19,2,82.4,Pago móvil,Lorenzo Godoy-Amorós,False,Tarde,Rogelio,Bajo,164.8,154.79
338,Cachito,2023-12-03,2,35.09,Pago móvil,Mireia Tolosa Somoza,False,Tarde,Cleto,Alto,2610.1054219605685,165.88
339,Canilla,2023-05-07,4,28.96,Tarjeta,Martirio de Lumbreras,False,Mañana,Trinidad,Bajo,115.84,213.0
340,Francés,2023-12-21,3,96.17,Divisas,Regina Araceli Donaire Girona,False,Tarde,Odalys,Medio,288.51,161.4
341,Canilla,2023-07-12,6,10.8,Efectivo,Luz Reyes Riba Montaña,True,Noche,Juan José,Medio,58.32,212.42
342,Canilla,2023-03-07,2,99.8,nan,Amalia Garcés Carrera,False,Mañana,Ulises,Muy bajo,199.6,218.83
343,Francés,2023-12-23,4,70.91,Divisas,Flora Sola Marín,False,Noche,Odalys,Medio,283.64,191.1
344,Canilla,2023-05-29,3,84.56,Tarjeta,Martin Buendía,False,Tarde,Odalys,Medio,253.68,205.28
345,Canilla,2023-09-03,4,36.52,Divisas,Trinidad de Rovira,False,Noche,Rosaura,Medio,146.08,199.76
346,Pan de jamón,2023-12-10,4,11.29,Divisas,Plácido Jimenez Villaverde,True,Tarde,Javiera,Bajo,4368.774923492458,195.76
347,Pan de jamón,2023-12-20,4,76.41,Tarjeta,Rodolfo del Aguilar,False,Tarde,Trinidad,Alto,305.64,161.18
348,Francés,2023-12-14,1,85.07,Pago móvil,Evelia Ibañez Patiño,False,Mañana,Rogelio,Alto,1837.2243033368343,139.2
349,Canilla,2023-09-25,4,76.64,Pago móvil,Florina Cabello Verdejo,False,Noche,Javiera,Medio,306.56,165.14
350,Pan de jamón,2023-12-25,3,22.86,Efectivo,Mercedes Infante Yuste,False,Mañana,Rosaura,Alto,68.58,194.59
351,Canlla,2023-04-18,2,77.81,Divisa,Cosme del Bilbao,False,Noche,Ulises,Medio,155.62,144.23
352,Mojicón,2023-08-05,3,79.2,Pago móvil,Luisa Palacio Huertas,True,Noche,Rogelio,Alto,213.84,136.38
353,Pan de jamón,2023-12-12,4,69.27,nan,Andrés Felipe Garay Iriarte,False,Mañana,Rogelio,Muy alto,277.08,148.23
354,Francés,2023-12-19,1,78.95,Divisas,Ruben Pastor-Murcia,True,Mañana,Rosaura,Alto,71.06,200.75
355,Francés,2023-10-06,3,86.13,nan,Gabriela Barrena Quirós,False,Tarde,Severo,Alto,258.39,224.53
356,Pan de jamón,2023-12-14,1,65.22,Divisas,Gonzalo Crespo Rosales,False,Mañana,Odalys,Bajo,65.22,225.96
357,Francés,2023-07-12,1,17.97,Pago móvil,Socorro Aguiló Bello,False,Noche,Juan José,Bajo,17.97,181.85
358,Golfiao,2023-01-04,3,53.89,Efectivo,Gracia Sarmiento Machado,False,Mañana,Severo,Muy alto,161.67,216.56
359,De leche,2023-10-10,2,16.99,Efectivo,Catalina Ana Juan Perea,True,Mañana,Rosaura,Medio,30.58,204.89
360,Golfiao,2023-09-03,1,46.68,nan,Jerónimo Lucena Ferrera,False,Noche,Severo,Medio,46.68,183.7
361,Canilla,2023-09-17,2,46.64,Efectivo,Raimundo Varela Asenjo,True,Tarde,Juan José,Alto,83.95,190.69
362,Pan de jamón,2023-11-15,3,15.94,Pago móvil,Isaac Osuna Criado,False,Noche,Rosaura,Alto,47.82,150.95
363,Canilla,2023-03-26,4,41.39,nan,Lara Ximena Garriga Palomo,False,Mañana,Rosaura,Muy alto,165.56,225.24
364,Golfiao,2023-03-25,5,19.99,Divisas,Camila Melero-Camino,False,Tarde,Rogelio,Medio,99.95,171.49
365,De leche,2023-01-22,3,82.74,Efectivo,Félix Fiol Milla,False,Tarde,Severo,Muy alto,248.22,180.6
366,Canilla,2023-09-07,3,95.29,Tarjeta,Glauco Elías,True,Tarde,Trinidad,Muy bajo,257.28,201.96
367,De leche,2023-08-28,3,16.51,Efectivo,Edu Galvez Soler,True,Tarde,Cleto,Muy bajo,44.58,170.92
368,De leche,2023-03-18,1,95.96,Divisas,Georgina Fabiola Lillo Núñez,True,Tarde,Rosaura,Alto,86.36,163.85
369,Francés,2023-11-26,3,57.03,nan,Flora Huerta Montoya,False,Tarde,Severo,Bajo,171.09,199.47
370,Francés,2023-09-25,4,36.96,Divisas,Edgardo Villanueva Márquez,False,Mañana,Trinidad,Medio,147.84,143.04
371,Francés,2023-10-07,2,16.92,Tarjeta,Oriana Jordá Alberdi,False,Tarde,Ulises,Alto,33.84,208.75
372,Francés,2023-08-08,7,55.06,Pago móvil,Dan Miralles Uribe,False,Mañana,Trinidad,Medio,385.42,189.72
373,Francés,2023-05-12,2,81.51,Efectivo,Lola Vega Barceló,False,Tarde,Severo,Bajo,163.02,198.78
374,Pan de jamón,2023-11-05,4,73.64,nan,Abel Artigas,False,Mañana,Odalys,Medio,294.56,201.68
375,Francés,2023-10-17,2,14.52,Pago móvil,Marina Franco Valls,False,Tarde,Odalys,Medio,29.04,192.16
376,Canilla,2023-07-13,2,16.56,Divisas,Lina Ordóñez Llopis,False,Tarde,Severo,Medio,33.12,197.84
377,Mojicón,2023-04-26,4,46.26,nan,Andrea Mascaró Font,False,Mañana,Rogelio,Alto,185.04,207.9
378,Francés,2023-03-06,4,36.58,Pago móvil,Dalila Mármol Antón,True,Mañana,Rogelio,Alto,131.69,214.95
379,Mojicón,2023-07-25,4,30.91,nan,Angelina Olmo,False,Mañana,Rosaura,Medio,123.64,212.94
380,Francés,2023-07-20,2,35.29,Tarjeta,Blanca Barrena Alemany,False,Tarde,Juan José,Alto,70.58,227.01
381,Francés,2023-12-06,7,82.31,Tarjeta,Graciana de Osorio,False,Noche,Cleto,Bajo,576.17,162.19
382,Pan de jamón,2023-11-04,1,93.63,Efectivo,Baldomero Salgado Ibarra,True,Mañana,Rosaura,Medio,84.27,182.89
383,Pan de jamón,2023-11-20,2,46.46,Efectivo,Eutimio Moles-Cabrero,False,Tarde,Trinidad,Alto,92.92,235.97
384,Mojicón,2023-11-02,5,91.55,Tarjeta,Duilio Jaume Perera,False,Mañana,Cleto,Medio,457.75,183.21
385,Canlla,2023-07-12,1,38.93,nan,Nilo de Pinedo,True,Tarde,Trinidad,Muy alto,35.04,157.29
386,Mojicón,2023-08-23,6,52.88,Tarjeta,Olga Barco,False,Noche,Rogelio,Medio,317.28,196.47
387,Francés,2023-09-24,3,30.34,Efectivo,Griselda Blanch Soto,False,Mañana,Severo,Alto,91.02,156.44
388,Francés,2023-06-10,2,67.64,Tarjeta,Patricio Tadeo Reguera Navas,True,Tarde,Juan José,Medio,3601.020284374646,165.86
389,Cachito,2023-11-28,1,98.11,Tarjeta,Severino Rey,True,Mañana,Trinidad,Medio,88.3,243.84
390,Mojicón,2023-02-04,1,64.31,nan,Cristian Aguilera-Gutiérrez,False,Mañana,Rogelio,Medio,64.31,199.65
391,De leche,2023-09-14,5,42.2,Pago móvil,Carla del Montalbán,False,Mañana,Juan José,Alto,211.0,174.84
392,Canilla,2023-08-25,3,68.3,Efectivo,Román José María Montenegro Mate,False,Mañana,Rosaura,Alto,204.9,244.99
393,Canilla,2023-11-26,3,21.06,nan,Silvia Lamas Arnaiz,False,Tarde,Severo,Muy alto,63.18,242.71
394,Cachito,2023-11-19,2,89.98,Tarjeta,Nerea Andres-Arrieta,True,Tarde,Ulises,Medio,161.96,191.36
395,Canilla,2023-04-09,1,55.28,Tarjeta,Xavier Rocamora Polo,False,Tarde,Odalys,Bajo,55.28,173.93
396,De leche,2023-07-22,3,50.44,Pago móvil,Salomé Feliu Tomás,False,Mañana,Javiera,Medio,151.32,231.5
397,Mojicón,2023-11-22,2,62.73,Efectivo,Ale Borja Guerra,True,Mañana,Juan José,Alto,112.91,219.79
398,Canilla,2023-09-30,4,66.23,Efectivo,Vasco Valbuena-Gomis,False,Tarde,Ulises,Muy alto,264.92,217.38
399,Cachito,2023-07-12,1,16.46,Divisas,Erasmo Cid-Pedrero,False,Noche,Ulises,Medio,16.46,238.35
400,Criolo,2023-02-03,2,71.44,Efectivo,Rogelio Losada Huertas,False,Mañana,juan josé,Alto,142.88,218.5
401,Francés,2023-04-18,2,31.77,Pago móvil,Isaías Jose Carlos Sales Valenzuela,True,Noche,Ulises,Medio,57.19,178.38
402,De leche,2023-08-07,5,74.26,Divisas,Saturnino Adrián Hoyos Roldan,False,Tarde,Trinidad,Alto,371.3,219.83
403,Golfiao,2023-09-21,4,84.03,Divisas,Toni Jafet Millán Urrutia,False,Tarde,Ulises,Muy alto,336.12,181.3
404,Mojicón,2023-05-26,3,82.36,Tarjeta,Armida Susanita Nevado Cózar,False,Tarde,Rogelio,Medio,247.08,227.28
405,Canilla,2023-01-18,3,59.73,Tarjeta,Isabela Murillo Benavides,True,Mañana,Cleto,Medio,161.27,213.67
406,Mojicón,2023-04-02,3,56.82,Efectivo,Fanny del Borja,False,Mañana,Trinidad,Muy alto,170.46,159.32
407,Canilla,2023-01-15,3,22.86,Divisas,Gisela Montesinos-Baeza,False,Tarde,Ulises,Muy alto,68.58,203.7
408,Francés,2023-10-13,3,79.78,Tarjeta,Charo Molins,False,Mañana,Rosaura,Alto,239.34,186.91
409,De leche,2023-03-23,2,34.43,Pago móvil,Custodia Gutiérrez,False,Noche,Odalys,Alto,68.86,185.78
410,Francés,2023-05-11,1,54.7,Tarjeta,Godofredo del Pinedo,False,Tarde,Severo,Medio,54.7,214.01
411,Canilla,2023-08-04,5,35.58,Tarjeta,Berto Barrio Cadenas,False,Mañana,Ulises,Alto,177.9,185.88
412,De leche,2023-07-22,1,22.04,Divisas,Lupe Magdalena Agudo Malo,False,Tarde,Trinidad,Alto,22.04,232.7
413,De leche,2023-04-09,4,66.66,Divisas,Mohamed del Ortega,False,Mañana,Odalys,Alto,266.64,160.85
414,Canlla,2023-12-21,2,14.89,nan,Amparo Real Maldonado,False,Tarde,Rosaura,Medio,29.78,221.66
415,Pan de jamón,2023-11-07,3,77.38,Pago móvil,Ismael Mesa Bastida,False,Tarde,Rogelio,Medio,232.14,237.39
416,Canilla,2023-12-03,3,38.58,Divisas,Luis Falcó Carmona,False,Noche,Ulises,Medio,115.74,223.8
417,Francés,2023-03-27,6,10.01,Efectivo,Demetrio Lucena Ordóñez,False,Tarde,Rogelio,Bajo,60.06,206.11
418,Canilla,2023-10-08,2,56.0,Pago móvil,Juan Carlos Pedrero Bayón,False,Tarde,Ulises,Bajo,112.0,253.36
419,Pan de jamón,2023-11-28,2,14.22,Pago móvil,Georgina del Almansa,True,Tarde,Javiera,Medio,25.6,186.47
420,Cachito,2023-07-19,6,34.86,Divisas,Segismundo Meléndez Revilla,False,Noche,Cleto,Bajo,209.16,157.69
421,Cachito,2023-06-30,2,73.63,Pago móvil,Pablo Sotelo Ortuño,False,Mañana,Rogelio,Bajo,147.26,200.93
422,Cachito,2023-11-15,2,15.64,Divisas,Darío Perelló Gelabert,False,Mañana,Cleto,Alto,31.28,159.74
423,Golfio,2023-12-22,4,85.54,Efectivo,Leocadio del Albero,False,Mañana,Odalys,Bajo,342.16,256.19
424,Canilla,2023-06-18,1,10.34,nan,Emilia Coello,False,Mañana,Javiera,Bajo,10.34,178.86
425,Francés,2023-11-20,2,32.21,Tarjeta,Nerea León Pozuelo,False,Tarde,Severo,Medio,64.42,239.88
426,Golfiao,2023-07-10,1,76.68,Divisas,Teobaldo Hernández Camps,False,Tarde,Trinidad,Medio,76.68,238.83
427,Canilla,2023-09-27,1,38.46,Divisas,Dionisio Catalá Gallart,False,Tarde,Cleto,Alto,38.46,180.71
428,Mojicón,2023-02-15,4,19.17,Tarjeta,Lourdes Cruz Zaragoza Alemany,False,Mañana,Javiera,Bajo,76.68,223.58
429,Canilla,2023-08-21,4,42.42,Efectivo,Lázaro Barrio Rivero,False,Tarde,Cleto,Alto,169.68,163.48
430,Francés,2023-09-06,2,34.34,Efectivo,Guiomar Maza Piquer,False,Mañana,Juan José,Muy alto,68.68,209.86
431,Francés,2023-10-31,3,85.84,Efectivo,Ariadna Elorza Martí,True,Tarde,Rosaura,Alto,231.77,160.55
432,Cachito,2023-02-09,1,38.2,Divisas,Juan Antonio Pastor,True,Tarde,Severo,Alto,34.38,257.13
433,Pan de jamón,2023-12-20,1,81.0,Pago móvil,Filomena de Higueras,False,Mañana,Rosaura,Muy alto,81.0,263.46
434,Francés,2023-04-21,5,90.27,Divisas,Ale Doménech Cuevas,True,Mañana,Ulises,Alto,406.22,183.6
435,Criolo,2023-09-20,2,49.04,Pago móvil,Valerio Dueñas Pellicer,False,Mañana,cleto,Muy bajo,98.08,182.43
436,Cachito,2023-10-23,5,91.89,Tarjeta,Renata Ferrer Barón,False,Noche,Ulises,Medio,459.45,241.15
