ID_Venta,Marca,Tipo_Ropa,Color,Talla,Material,Género,Precio (USD),Cantidad,Cliente,Método_Pago,Fecha_Venta,Descuento (%),Calidad,Total_Venta (USD)
193,H&M,Jeans,Verde,M,Mezclilla,Femenino,49.42,3,Bernardita de Raya,Efectivo,2023-08-16,0,Media,148.26
194,Zara,Mono,Beige,S,Lana,Masculino,13.86,3,Andrea Fajardo-Gimeno,Divisas,2023-09-17,0,Alta,41.58
195,Adidas,Leggins,Blanco,L,Sintético,Masculino,93.97,1,Juanito del Guillén,Pago móvil,2023-01-13,20,Alta,75.18
196,H&M,Leggins,Blanco,L,Seda,Femenino,54.65,2,Amelia Sanjuan Zamora,Transferencia,2023-06-09,0,Alta,109.3
197,Levi's,Pantalón de vestir,Rojo,XL,Mezclilla,Masculino,100.08,3,Consuelo Sedano-Gonzalo,Divisas,2023-12-10,20,Premium,240.19
198,Stradivarius,Blusa,Rosado,XS,Poliéster,Unisex,103.24,2,Ester Sala-Fábregas,Tarjeta,2023-08-05,20,Media,165.18
199,Bershka,Falda,Negro,XL,Lana,Femenino,31.74,2,Jordana Morell Ordóñez,Divisas,2023-04-26,5,Media,60.31
200,Adidas,Mono,Blanco,M,Mezclilla,Unisex,81.62,1,Aristides Escudero Peral,Efectivo,2023-03-05,0,Alta,81.62
201,Adidas,Vestido,Gris,S,Sintético,Femenino,60.9,3,Nando Escrivá Burgos,Divisas,2023-01-10,0,Alta,182.7
202,Zara,Chaqueta,Beige,M,Seda,Femenino,106.58,3,Aristides Olmo Galván,Transferencia,2023-12-04,10,Media,287.77
203,Mango,Pantalón de vestir,Amarillo,L,Lana,Femenino,32.16,2,Ulises Guillén-Morell,Transferencia,2023-05-10,0,Media,64.32
204,Adidas,Vestido,Rojo,XL,Lino,Masculino,83.92,3,Fabiola Jódar-Asensio,Divisas,2023-08-09,0,Media,251.76
205,Pull&Bear,Pantalón de vestir,Marrón,XL,Seda,Masculino,76.07,2,Noa Almeida Fuertes,Transferencia,2023-12-20,0,Media,152.14
206,Stradivarius,Pantalón de vestir,Azul,XL,Poliéster,Femenino,41.07,2,Isabel Úrsula Calatayud Sedano,Tarjeta,2023-04-07,0,Media,82.14
207,Stradivarius,Pantalón de vestir,Amarillo,M,Mezclilla,Femenino,23.3,1,Conrado Bauzà Jáuregui,Divisas,2023-02-15,0,Alta,23.3
208,Pull&Bear,Blusa,Marrón,L,Sintético,Masculino,80.98,1,Apolinar Cuervo,Tarjeta,2023-03-12,0,Alta,80.98
209,Tommy Hilfiger,Falda,Morado,S,Lino,Femenino,90.72,1,Lina Vives Leon,Tarjeta,2023-10-21,0,Media,90.72
210,Pull&Bear,Pantalón de vestir,Verde,S,Sintético,Masculino,43.35,2,Malena Blanca Vélez Gordillo,Pago móvil,2023-03-14,10,Media,78.03
211,Pull&Bear,Short,Azul,M,Lino,Masculino,80.22,3,Marino Artigas Rincón,Divisas,2023-04-02,0,Media,240.66
212,Stradivarius,Pantalón corto,Negro,XL,Lana,Masculino,52.25,1,Andrés Jose Miguel Jiménez Duarte,Transferencia,2023-01-25,15,Media,44.41
213,Nike,Vestido,Gris,XS,Lino,Unisex,87.88,3,Rufino Uriarte Sotelo,Tarjeta,2023-01-05,0,Alta,263.64
214,Stradivarius,Jeans,Azul,M,Poliéster,Femenino,30.31,1,Dulce Fernandez,Pago móvil,2023-05-23,10,Premium,27.28
215,Mango,Jogger,Rosado,M,Poliéster,Unisex,107.7,1,Esperanza del Tormo,Divisas,2023-12-02,0,Media,107.7
216,Zara,Chaqueta,Marrón,L,Algodón,Masculino,40.19,2,Graciano de Farré,Divisas,2023-06-19,5,Alta,76.36
217,H&M,Mono,Negro,S,Poliéster,Masculino,49.19,1,Demetrio Solís Gutiérrez,Efectivo,2023-10-26,0,Alta,49.19
218,Nike,Camisa,Rosado,M,Seda,Femenino,14.51,1,Maricruz Vendrell-Escobar,Efectivo,2023-04-07,10,Alta,13.06
219,Bershka,Falda,Verde,M,Lino,Masculino,20.49,2,Leoncio Prada-Prada,Tarjeta,2023-10-22,0,Media,40.98
220,H&M,Jeans,Rosado,XL,Poliéster,Femenino,65.78,3,María Jesús José Rincón Barón,Efectivo,2023-05-31,10,Premium,177.61
221,Zara,Leggins,Rojo,XL,Lana,Femenino,37.97,1,Flor Badía Lastra,Tarjeta,2023-10-26,20,Media,30.38
222,Mango,Suéter,Rojo,XS,Sintético,Femenino,101.57,2,Amanda Carbó Vizcaíno,Transferencia,2023-01-01,0,Media,203.14
223,Mango,Short,Morado,L,Sintético,Masculino,9.65,1,Lázaro de Guerrero,Tarjeta,2023-09-07,0,Baja,9.65
224,Bershka,Camisa,Beige,XS,Algodón,Masculino,50.46,2,Saturnino Marin Alfaro,Efectivo,2023-09-04,5,Media,95.87
225,Nike,Jogger,Amarillo,XL,Sintético,Masculino,45.78,3,Florentina Doménech Ponce,Transferencia,2023-12-17,0,Media,137.34
226,Tommy Hilfiger,Jeans,Amarillo,S,Lino,Masculino,10.16,3,Graciano Mateu González,Efectivo,2023-07-04,10,Media,27.43
227,Pull&Bear,Camisa,Negro,XL,Algodón,Femenino,21.93,2,Jesús Glauco Almagro Barrio,Tarjeta,2023-04-11,0,Media,43.86
228,Nike,Jeans,Verde,L,Lino,Masculino,54.33,2,Aarón Calderon Orozco,Pago móvil,2023-04-05,0,Alta,108.66
229,Tommy Hilfiger,Chaqueta,Blanco,XL,Lana,Femenino,63.2,2,Néstor Trillo Isern,Divisas,2023-06-27,20,Alta,101.12
230,Mango,Short,Morado,L,Algodón,Masculino,53.28,3,Fabián Valenzuela Reina,Efectivo,2023-06-23,0,Media,159.84
231,Stradivarius,Jogger,Rojo,L,Mezclilla,Masculino,67.47,1,Malena Casado Pina,Tarjeta,2023-09-06,10,Alta,60.72
232,Zara,Leggins,Negro,L,Seda,Masculino,74.65,3,René Edgardo Calvo Pont,Transferencia,2023-03-29,0,Alta,223.95
233,Bershka,Pantalón de vestir,Blanco,L,Seda,Masculino,9.11,2,Herberto del Carvajal,Efectivo,2023-04-26,0,Alta,18.22
234,Zara,Vestido,Amarillo,L,Lino,Femenino,59.98,2,Abril Barros Lobo,Efectivo,2023-08-09,0,Media,119.96
235,Levi's,Leggins,Beige,S,Sintético,Femenino,115.91,3,Amanda Calderón Murcia,Divisas,2023-05-15,0,Alta,347.73
236,Levi's,Pantalón de vestir,Rosado,XS,Mezclilla,Masculino,66.13,2,Belen Arellano Soler,Tarjeta,2023-03-18,0,Premium,132.26
237,Nike,Suéter,Rojo,M,Algodón,Femenino,83.88,3,Florentino Izquierdo-Almazán,Pago móvil,2023-06-22,0,Alta,251.64
238,Mango,Blusa,Negro,XS,Mezclilla,Femenino,42.93,2,Rodrigo Rodríguez,Transferencia,2023-03-04,0,Media,85.86
239,Mango,Blusa,Azul,L,Mezclilla,Femenino,94.69,1,Pepe Alonso Galindo,Tarjeta,2023-06-29,0,Media,94.69
240,Pull&Bear,Blusa,Blanco,S,Sintético,Masculino,94.57,1,Eloísa Luisa Soria Villanueva,Transferencia,2023-03-03,5,Alta,89.84
241,Pull&Bear,Falda,Rosado,XL,Algodón,Femenino,66.39,2,Nydia Milla Avilés,Efectivo,2023-06-24,0,Media,132.78
242,Pull&Bear,Pantalón corto,Rojo,S,Lana,Femenino,117.31,3,Clara de Rojas,Divisas,2023-09-04,0,Media,351.93
243,Stradivarius,Mono,Amarillo,L,Sintético,Masculino,22.06,1,Rafael Camino Somoza,Divisas,2023-10-23,0,Media,22.06
244,H&M,Mono,Verde,S,Mezclilla,Masculino,9.9,3,Pilar Vega Roca,Pago móvil,2023-12-19,0,Alta,29.7
245,Adidas,Blusa,Blanco,S,Mezclilla,Femenino,94.26,2,Ciro Hoz Mariscal,Divisas,2023-02-23,5,Alta,179.09
246,H&M,Vestido,Amarillo,L,Lana,Femenino,98.4,3,Octavia de Marqués,Efectivo,2023-07-13,0,Media,295.2
247,Zara,Jogger,Rojo,S,Mezclilla,Femenino,21.46,1,Marco Esteban Porras,Pago móvil,2023-02-18,0,Premium,21.46
248,H&M,Short,Blanco,M,Mezclilla,Femenino,37.75,3,José Luis Lara,Tarjeta,2023-05-19,0,Media,113.25
249,Stradivarius,Jogger,Morado,M,Mezclilla,Femenino,9.97,3,Máxima Máxima Somoza Quintero,Divisas,2023-08-31,0,Alta,29.91
250,Zara,Short,Rosado,S,Seda,Masculino,40.85,2,Benigno Pascual,Pago móvil,2023-03-10,10,Alta,73.53
251,H&M,Jogger,Rojo,XL,Sintético,Masculino,94.59,2,Cándida Lucena-González,Efectivo,2023-08-15,0,Alta,189.18
252,Stradivarius,Pantalón corto,Morado,L,Poliéster,Masculino,66.01,2,Ricardo Almazán,Transferencia,2023-02-16,5,Premium,125.42
253,Adidas,Falda,Marrón,M,Sintético,Femenino,46.99,1,Margarita Almazán Navarro,Transferencia,2023-01-25,0,Media,46.99
254,H&M,Falda,Negro,XL,Lana,Masculino,49.63,1,Abel Cervantes,Efectivo,2023-08-01,0,Alta,49.63
255,Stradivarius,Blusa,Rosado,S,Mezclilla,Femenino,8.15,2,Vilma Múgica Barragán,Efectivo,2023-06-12,15,Media,13.86
256,Pull&Bear,Suéter,Blanco,XL,Sintético,Unisex,41.58,2,Che López Zapata,Transferencia,2023-08-17,0,Alta,83.16
257,Mango,Pantalón de vestir,Verde,XS,Seda,Masculino,80.4,1,Bernardo Jove Macías,Pago móvil,2023-12-27,0,Alta,80.4
258,Pull&Bear,Suéter,Amarillo,M,Lana,Femenino,117.11,1,Rosaura Pol-Jáuregui,Transferencia,2023-01-19,0,Alta,117.11
259,Mango,Camisa,Azul,S,Lino,Masculino,102.87,1,Priscila Vazquez Carpio,Efectivo,2023-04-28,0,Media,102.87
260,Bershka,Falda,Amarillo,L,Sintético,Femenino,10.64,1,José Mari Álvarez Bautista,Divisas,2023-05-04,0,Alta,10.64
261,Bershka,Falda,Blanco,S,Lino,Masculino,108.64,2,Anselmo Ariño Peral,Tarjeta,2023-01-18,0,Media,217.28
262,Bershka,Leggins,Amarillo,L,Mezclilla,Femenino,95.72,1,Joel de Taboada,Divisas,2023-10-13,0,Baja,95.72
263,Adidas,Leggins,Negro,S,Seda,Femenino,95.4,2,Rosalva Cobo Pujol,Divisas,2023-07-03,0,Alta,190.8
264,Pull&Bear,Pantalón de vestir,Rojo,XL,Seda,Masculino,59.3,3,Gertrudis Elías Carranza,Efectivo,2023-03-27,0,Media,177.9
265,Mango,Chaqueta,Morado,XL,Sintético,Femenino,52.58,3,Alcides María Montenegro Moraleda,Transferencia,2023-09-01,0,Alta,157.74
266,Stradivarius,Camisa,Azul,XL,Lana,Masculino,41.93,1,Jafet Roman Camps,Pago móvil,2023-08-18,0,Media,41.93
267,Zara,Suéter,Gris,XS,Lana,Femenino,15.36,3,Lina Arteaga Company,Divisas,2023-05-04,0,Media,46.08
268,Stradivarius,Vestido,Blanco,L,Seda,Masculino,33.56,3,Cristóbal Llanos,Transferencia,2023-05-30,20,Alta,80.54
269,Zara,Leggins,Beige,XL,Lana,Masculino,35.62,3,Ainoa Peinado Seguí,Pago móvil,2023-03-28,0,Media,106.86
270,Levi's,Vestido,Gris,XS,Seda,Masculino,62.22,1,Reynaldo Garrido Velasco,Divisas,2023-09-18,10,Media,56.0
271,Stradivarius,Jeans,Amarillo,L,Sintético,Femenino,91.71,1,Alex Olivares Lasa,Pago móvil,2023-11-05,0,Alta,91.71
272,H&M,Leggins,Blanco,S,Poliéster,Femenino,61.07,3,Román Carrasco Vera,Transferencia,2023-08-29,0,Media,183.21
273,H&M,Pantalón corto,Morado,XS,Seda,Femenino,14.48,2,Bernardino Carnero Villena,Tarjeta,2023-10-22,0,Alta,28.96
274,Nike,Chaqueta,Marrón,M,Lino,Femenino,115.27,3,Reyes Tamayo-Caro,Transferencia,2023-05-24,0,Media,345.81
275,Pull&Bear,Camisa,Morado,XS,Lana,Masculino,113.59,1,Angelina Alonso Manzano,Efectivo,2023-02-21,0,Alta,113.59
276,Zara,Pantalón de vestir,Beige,XS,Seda,Unisex,95.94,1,Florencio Cabanillas Manrique,Pago móvil,2023-02-01,0,Alta,95.94
277,Zara,Jeans,Azul,L,Seda,Masculino,119.03,1,Emperatriz del Albero,Tarjeta,2023-01-09,0,Alta,119.03
278,Pull&Bear,Camisa,Morado,S,Sintético,Masculino,68.98,3,Juan Francisco Gibert,Pago móvil,2023-11-29,15,Media,175.9
279,Adidas,Suéter,Verde,M,Lana,Masculino,115.83,2,Martín Ojeda Bello,Pago móvil,2023-12-29,0,Alta,231.66
280,Nike,Blusa,Marrón,XL,Poliéster,Masculino,16.47,1,Reynaldo Peinado,Divisas,2023-01-19,0,Alta,16.47
281,Adidas,Pantalón corto,Gris,XL,Sintético,Femenino,48.96,1,Nico Cerro Suárez,Efectivo,2023-09-12,5,Alta,46.51
282,Adidas,Camisa,Rojo,XS,Poliéster,Unisex,33.24,3,Reyes del Pastor,Pago móvil,2023-06-15,0,Media,99.72
283,Adidas,Pantalón corto,Negro,L,Sintético,Masculino,29.93,2,José María Barragán,Transferencia,2023-02-12,0,Alta,59.86
284,Pull&Bear,Pantalón corto,Verde,L,Lana,Masculino,23.77,3,Ainara Alemany Manso,Transferencia,2023-07-27,0,Alta,71.31
285,Adidas,Vestido,Marrón,XL,Algodón,Femenino,77.71,1,Benito de Hoyos,Divisas,2023-06-27,15,Media,66.05
286,H&M,Jogger,Rojo,M,Lana,Femenino,95.51,2,Modesta Barragán Fuster,Efectivo,2023-04-12,5,Media,181.47
287,Bershka,Blusa,Rojo,S,Lana,Femenino,72.77,2,Paulino Vilar-Moraleda,Efectivo,2023-04-19,0,Alta,145.54
288,Levi's,Suéter,Blanco,M,Poliéster,Masculino,24.46,1,Mayte Pareja Franch,Transferencia,2023-01-16,0,Baja,24.46
289,Zara,Jeans,Marrón,S,Poliéster,Masculino,98.85,2,Teresa Baeza-Anaya,Tarjeta,2023-01-06,15,Premium,168.04
290,Zara,Camisa,Azul,XL,Lana,Femenino,79.23,2,Fátima Lucas Garrido,Divisas,2023-05-31,0,Alta,158.46
291,Levi's,Short,Amarillo,S,Lana,Unisex,51.47,3,Abril Dolores Gras Carlos,Divisas,2023-06-11,0,Alta,154.41
292,Pull&Bear,Jeans,Beige,L,Lana,Femenino,83.5,1,Casandra Valenzuela Carro,Transferencia,2023-09-23,0,Media,83.5
293,Stradivarius,Jogger,Beige,XS,Poliéster,Femenino,37.11,1,Dimas Carlito Marcos Amores,Transferencia,2023-10-08,0,Media,37.11
294,Pull&Bear,Jeans,Gris,XS,Lana,Femenino,46.66,1,María Cristina Gaya Lorenzo,Tarjeta,2023-02-05,0,Premium,46.66
295,Zara,Falda,Gris,XL,Lana,Masculino,110.76,1,Apolinar Peiró-Vila,Tarjeta,2023-01-28,0,Media,110.76
296,Zara,Suéter,Beige,L,Mezclilla,Unisex,40.54,1,Roque Falcó Grau,Efectivo,2023-09-30,0,Alta,40.54
297,Levi's,Short,Morado,M,Algodón,Femenino,60.64,2,Rosalina Tormo-Diez,Divisas,2023-04-05,0,Media,121.28
298,Adidas,Jogger,Azul,L,Lino,Masculino,107.7,3,Aarón Cano Casas,Divisas,2023-05-04,5,Media,306.94
299,Pull&Bear,Vestido,Morado,XS,Algodón,Femenino,87.26,1,Amaya Romero Font,Transferencia,2023-10-27,0,Baja,87.26
300,Mango,Camisa,Morado,XS,Mezclilla,Unisex,14.97,3,Eulalia Lara Gordillo,Efectivo,2023-05-15,0,Media,44.91
301,Levi's,Chaqueta,Negro,L,Lino,Masculino,24.5,3,Leire España Morell,Divisas,2023-12-05,0,Premium,73.5
302,H&M,Mono,Rosado,L,Sintético,Masculino,8.88,2,Tomasa Arroyo-Mesa,Efectivo,2023-11-13,0,Media,17.76
303,Zara,Jogger,Amarillo,XS,Lana,Femenino,78.66,1,Teófilo Chema Arcos Hervia,Efectivo,2023-10-19,0,Media,78.66
304,Levi's,Pantalón de vestir,Negro,M,Mezclilla,Unisex,58.14,2,Erasmo Geraldo Llopis Blanca,Transferencia,2023-03-04,0,Media,116.28
305,Pull&Bear,Suéter,Blanco,XL,Sintético,Masculino,23.04,1,José María Vaquero Amaya,Efectivo,2023-06-02,10,Media,20.74
306,Zara,Camisa,Rosado,XL,Lana,Femenino,115.29,2,María Carmen Gracia,Tarjeta,2023-11-20,15,Media,195.99
307,Stradivarius,Blusa,Rosado,L,Poliéster,Masculino,67.32,3,Eloísa Tovar,Tarjeta,2023-06-18,0,Alta,201.96
308,Levi's,Jogger,Marrón,XL,Seda,Femenino,35.09,1,Eloísa Estevez Iglesias,Pago móvil,2023-06-24,0,Media,35.09
309,Nike,Falda,Azul,XS,Mezclilla,Masculino,64.07,3,Belen Prats Arribas,Transferencia,2023-09-12,0,Media,192.21
310,Zara,Mono,Azul,XS,Poliéster,Femenino,84.12,3,Olegario Pagès,Pago móvil,2023-03-30,5,Media,239.74
311,Pull&Bear,Falda,Rosado,L,Mezclilla,Masculino,16.54,2,Severiano Goicoechea Farré,Tarjeta,2023-06-22,5,Premium,31.43
312,Bershka,Mono,Morado,L,Mezclilla,Masculino,38.77,1,Rosendo Baena-Tapia,Pago móvil,2023-03-25,0,Media,38.77
313,Mango,Blusa,Marrón,L,Poliéster,Femenino,98.38,3,Ruperta Juan-Reguera,Transferencia,2023-11-07,0,Baja,295.14
314,Tommy Hilfiger,Chaqueta,Amarillo,M,Lino,Femenino,59.48,2,Celestino Sanmiguel Rodríguez,Transferencia,2023-07-19,5,Alta,113.01
315,Adidas,Suéter,Rosado,XL,Algodón,Femenino,69.22,1,Óscar Torrijos Pacheco,Efectivo,2023-12-19,0,Media,69.22
316,Tommy Hilfiger,Pantalón de vestir,Verde,L,Lana,Femenino,56.48,1,Espiridión Sola Lluch,Divisas,2023-08-22,0,Media,56.48
317,Pull&Bear,Camisa,Gris,S,Mezclilla,Femenino,12.92,3,Cesar Morales Bas,Efectivo,2023-09-08,0,Media,38.76
318,H&M,Vestido,Gris,S,Lana,Masculino,26.56,1,Carina Cazorla Valcárcel,Transferencia,2023-03-06,0,Alta,26.56
319,H&M,Falda,Negro,XS,Seda,Femenino,57.9,3,Paloma del Falcón,Tarjeta,2023-02-02,10,Media,156.33
320,Bershka,Falda,Blanco,XL,Poliéster,Femenino,31.43,1,Otilia Campoy Salgado,Tarjeta,2023-01-22,20,Alta,25.14
321,Adidas,Pantalón corto,Gris,L,Lana,Masculino,13.6,2,Germán Noguera Velázquez,Efectivo,2023-12-08,0,Alta,27.2
322,Nike,Mono,Rojo,S,Poliéster,Femenino,102.49,3,Arturo León Guerrero,Transferencia,2023-04-01,0,Media,307.47
323,Bershka,Leggins,Negro,XL,Lana,Unisex,117.89,3,Matías Fernando Vizcaíno Redondo,Tarjeta,2023-01-06,0,Media,353.67
324,Tommy Hilfiger,Chaqueta,Gris,XS,Algodón,Masculino,96.83,1,Evita Sarabia Perelló,Transferencia,2023-01-20,0,Media,96.83
325,Bershka,Camisa,Blanco,M,Algodón,Masculino,103.62,1,Marcio Arnal Martí,Tarjeta,2023-06-14,0,Alta,103.62
326,Tommy Hilfiger,Mono,Morado,XL,Algodón,Masculino,35.1,3,Amancio Lastra Calzada,Transferencia,2023-03-30,0,Media,105.3
327,Zara,Pantalón corto,Morado,XL,Algodón,Masculino,115.59,1,Benjamín Aller Merino,Pago móvil,2023-02-27,0,Media,115.59
328,H&M,Jeans,Azul,M,Algodón,Femenino,30.06,2,Galo Paniagua,Transferencia,2023-11-07,0,Media,60.12
329,Zara,Mono,Azul,XL,Algodón,Femenino,114.56,1,Lino Corral-Carrera,Transferencia,2023-05-11,0,Premium,114.56
330,Mango,Vestido,Amarillo,XS,Poliéster,Femenino,119.42,2,Félix del Valderrama,Efectivo,2023-09-08,0,Media,238.84
331,Adidas,Camisa,Rosado,XS,Mezclilla,Masculino,87.71,2,Andrea Riquelme Río,Pago móvil,2023-01-09,0,Premium,175.42
332,Nike,Chaqueta,Verde,M,Lana,Femenino,117.89,2,Isa Serrano,Divisas,2023-10-04,0,Media,235.78
333,Tommy Hilfiger,Pantalón corto,Azul,L,Algodón,Masculino,71.79,2,Judith Torre-Viana,Efectivo,2023-02-22,20,Baja,114.86
334,Nike,Jeans,Marrón,S,Poliéster,Unisex,37.07,2,Guillermo Pérez Rios,Divisas,2023-06-15,0,Media,74.14
335,Tommy Hilfiger,Suéter,Gris,L,Poliéster,Masculino,56.94,1,Ariel Valcárcel Badía,Tarjeta,2023-09-13,0,Media,56.94
336,Pull&Bear,Short,Marrón,XL,Poliéster,Masculino,74.48,2,Melisa Polo Busquets,Divisas,2023-07-12,10,Media,134.06
337,Bershka,Pantalón corto,Blanco,S,Mezclilla,Femenino,16.19,1,Emperatriz de Morillo,Transferencia,2023-06-15,20,Baja,12.95
338,Mango,Short,Azul,M,Lana,Masculino,77.7,2,Ani Cobo-Martorell,Divisas,2023-06-09,0,Premium,155.4
339,H&M,Camisa,Verde,M,Mezclilla,Masculino,117.89,3,Soraya Gimeno Goicoechea,Efectivo,2023-08-25,10,Alta,318.3
340,Tommy Hilfiger,Falda,Blanco,S,Lino,Femenino,29.29,2,Gilberto Blanco Gabaldón,Efectivo,2023-11-27,0,Alta,58.58
341,Nike,Pantalón corto,Rojo,XS,Sintético,Femenino,96.77,3,Delia Vilanova Colom,Divisas,2023-08-25,0,Media,290.31
342,Mango,Suéter,Rojo,S,Poliéster,Unisex,109.68,2,Ulises Calvet,Efectivo,2023-07-23,0,Media,219.36
343,Stradivarius,Pantalón de vestir,Marrón,XL,Lino,Masculino,113.69,2,Calisto Montserrat Estevez,Efectivo,2023-03-24,0,Baja,227.38
344,Stradivarius,Short,Rosado,XS,Seda,Masculino,115.54,2,Tito Jenaro Santamaría Antúnez,Divisas,2023-08-09,0,Alta,231.08
345,Zara,Vestido,Negro,M,Algodón,Masculino,66.4,3,Anastasia Benitez Vega,Pago móvil,2023-07-15,0,Premium,199.2
346,H&M,Pantalón de vestir,Rosado,S,Sintético,Masculino,117.46,3,Angelina Collado Velasco,Pago móvil,2023-01-11,0,Media,352.38
347,Pull&Bear,Jogger,Morado,L,Algodón,Masculino,92.82,2,Julia Talavera Garrido,Tarjeta,2023-09-21,0,Media,185.64
348,Nike,Jogger,Amarillo,L,Mezclilla,Femenino,26.11,1,Mirta Cazorla Jordá,Efectivo,2023-05-08,0,Media,26.11
349,Bershka,Jeans,Rosado,XL,Sintético,Femenino,61.41,2,Eli Antonia Salas Tolosa,Divisas,2023-11-21,0,Media,122.82
350,Bershka,Chaqueta,Amarillo,L,Lana,Femenino,88.45,3,Ainoa Valle Landa,Efectivo,2023-03-06,0,Media,265.35
351,Nike,Falda,Amarillo,S,Lino,Masculino,35.7,2,Vicente Natanael Bermúdez Barrio,Transferencia,2023-05-27,5,Alta,67.83
352,Adidas,Camisa,Verde,S,Lana,Masculino,79.75,3,Ximena Canet-Reina,Efectivo,2023-08-28,5,Alta,227.29
353,Pull&Bear,Pantalón corto,Azul,L,Mezclilla,Masculino,82.66,3,Rolando Valentín Álamo,Efectivo,2023-10-17,10,Media,223.18
354,Mango,Leggins,Verde,S,Algodón,Femenino,26.22,3,Anita Gomez,Pago móvil,2023-02-05,0,Baja,78.66
355,Tommy Hilfiger,Vestido,Amarillo,XL,Sintético,Masculino,71.29,2,Teodora Tamarit,Divisas,2023-09-01,5,Premium,135.45
356,Adidas,Short,Blanco,XS,Lana,Masculino,94.42,3,Arsenio Sancho Asensio Mesa,Efectivo,2023-10-14,0,Media,283.26
357,Tommy Hilfiger,Camisa,Rojo,XL,Lana,Masculino,63.88,3,Manuela Sanchez Amat,Pago móvil,2023-02-24,0,Baja,191.64
358,Tommy Hilfiger,Pantalón de vestir,Amarillo,XL,Algodón,Masculino,9.36,2,Emiliano Cid Expósito,Tarjeta,2023-02-26,0,Media,18.72
359,Adidas,Blusa,Verde,S,Sintético,Femenino,9.01,3,Adelina Torrents Segarra,Pago móvil,2023-02-17,0,Baja,27.03
360,Zara,Jogger,Blanco,XS,Lino,Masculino,47.99,2,Vilma Carrión Almansa,Pago móvil,2023-04-27,0,Media,95.98
361,Stradivarius,Blusa,Verde,S,Algodón,Femenino,111.73,3,Herminio Puente Ayuso,Pago móvil,2023-11-19,0,Alta,335.19
362,Tommy Hilfiger,Suéter,Rosado,M,Lana,Femenino,33.61,1,Anastasio Calleja,Efectivo,2023-01-16,10,Media,30.25
363,Adidas,Vestido,Gris,S,Lino,Femenino,79.05,1,Bernardita Lucas-Varela,Efectivo,2023-05-19,0,Media,79.05
364,Adidas,Leggins,Marrón,S,Lino,Masculino,32.87,3,Teodora Moreno Páez,Tarjeta,2023-06-30,0,Alta,98.61
365,Levi's,Pantalón corto,Negro,S,Algodón,Unisex,44.03,1,Antonia del Jordán,Transferencia,2023-05-22,20,Media,35.22
366,Zara,Jeans,Morado,XS,Lana,Masculino,102.98,2,Luciana Badía-Santiago,Transferencia,2023-08-15,0,Alta,205.96
367,H&M,Leggins,Verde,S,Mezclilla,Masculino,89.63,1,Lucio Hierro,Transferencia,2023-03-26,0,Alta,89.63
368,Levi's,Vestido,Negro,XS,Lana,Masculino,18.68,3,Azahara Jordana Zamorano Campillo,Tarjeta,2023-12-21,0,Baja,56.04
369,Levi's,Leggins,Beige,L,Poliéster,Masculino,56.01,3,Íngrid del Palomino,Transferencia,2023-10-16,0,Alta,168.03
370,Nike,Vestido,Verde,M,Sintético,Femenino,11.27,2,Aurora Abascal Adadia,Transferencia,2023-09-05,0,Media,22.54
371,Stradivarius,Vestido,Gris,XS,Seda,Femenino,61.86,3,Sebastian Frías Becerra,Pago móvil,2023-02-04,0,Premium,185.58
372,Adidas,Mono,Negro,L,Mezclilla,Femenino,82.19,2,Carmina Andreu Blanco,Efectivo,2023-05-30,0,Media,164.38
373,Stradivarius,Short,Morado,XS,Lino,Femenino,21.27,1,Eligio Nicolau Tormo,Efectivo,2023-09-21,0,Premium,21.27
374,Pull&Bear,Blusa,Amarillo,XS,Mezclilla,Femenino,40.36,1,Segismundo Escrivá,Pago móvil,2023-03-03,0,Alta,40.36
375,Nike,Jogger,Verde,M,Sintético,Femenino,52.56,2,Gustavo Soto Roman,Pago móvil,2023-07-06,0,Media,105.12
376,H&M,Mono,Azul,XL,Lino,Femenino,110.99,2,María Fernanda Olimpia Gimenez Peral,Pago móvil,2023-04-22,0,Media,221.98
377,Stradivarius,Pantalón corto,Marrón,XL,Sintético,Unisex,119.24,3,Teófilo Salazar Caballero,Efectivo,2023-09-24,10,Premium,321.95
378,Bershka,Mono,Gris,XS,Lino,Femenino,13.03,1,Otilia Silva-Lara,Transferencia,2023-08-14,0,Alta,13.03
379,Tommy Hilfiger,Falda,Negro,S,Mezclilla,Femenino,93.23,2,Encarnación Pinedo Iñiguez,Pago móvil,2023-10-27,0,Baja,186.46
380,Pull&Bear,Falda,Gris,L,Lino,Femenino,49.63,1,Corona Pedro Mata,Tarjeta,2023-09-18,0,Alta,49.63
381,Zara,Jogger,Blanco,S,Lino,Masculino,51.96,2,María Comas Cuenca,Pago móvil,2023-04-05,0,Media,103.92
382,H&M,Leggins,Morado,S,Poliéster,Femenino,92.48,1,Anabel Tamayo Perales,Divisas,2023-01-20,0,Baja,92.48
383,Pull&Bear,Short,Marrón,XS,Lana,Femenino,110.86,3,Lisandro Diéguez Company,Pago móvil,2023-03-02,0,Media,332.58
384,Tommy Hilfiger,Jogger,Amarillo,XS,Lana,Masculino,114.5,1,Chuy Cañas Ballester,Efectivo,2023-04-01,10,Media,103.05
385,Nike,Vestido,Verde,XS,Seda,Femenino,72.64,1,Marisela de Valcárcel,Pago móvil,2023-05-04,10,Alta,65.38
